alg,dataset,n_samples,missing_percentage,time,execution,ACC,MCC,F1,precision,recall,ami,ari,completeness,silhouette,vrc,db,dunn,random_acc,random_f1,label_sizes,cluster_sizes,relative_label_sizes,relative_cluster_sizes,n_clustered_samples,percentage_clustered_samples,sub_ACC,sub_MCC,sub_F1,sub_precision,sub_recall,sub_ami,sub_ari,sub_completeness,sub_silhouette,sub_vrc,sub_db,sub_dunn,sub_random_acc,sub_random_f1,sub_label_sizes,sub_relative_label_sizes,comments
Concat,nutrimouse_genotype,40,0,0.2149664720054716,0,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 25, 0: 15}","{1: 0.5, 0: 0.5}","{1: 0.625, 0: 0.375}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.01854260900290683,1,0.6,0.2041241452319315,0.5555555555555556,0.625,0.5,0.011914238989199976,0.015772870662460567,0.03121182994521285,0.18974327432111632,12.439817443756514,1.698890558282939,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 24, 0: 16}","{1: 0.5, 0: 0.5}","{1: 0.6, 0: 0.4}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.019474458997137845,2,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.018038201000308618,3,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.03355184200336225,4,0.6,0.2041241452319315,0.5555555555555556,0.625,0.5,0.011914238989199976,0.015772870662460567,0.03121182994521285,0.18974327432111632,12.439817443756514,1.698890558282939,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 24, 0: 16}","{1: 0.5, 0: 0.5}","{1: 0.6, 0: 0.4}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.018479560007108375,5,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.018131521006580442,6,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 25, 0: 15}","{1: 0.5, 0: 0.5}","{1: 0.625, 0: 0.375}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.01783971200347878,7,0.6,0.2041241452319315,0.5555555555555556,0.625,0.5,0.011914238989199976,0.015772870662460567,0.03121182994521285,0.18974327432111632,12.439817443756514,1.698890558282939,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 24, 1: 16}","{1: 0.5, 0: 0.5}","{0: 0.6, 1: 0.4}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.018636812979821116,8,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.19390130574466438,12.451346342755604,1.678584106247056,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,0,0.017735822999384254,9,0.6,0.2041241452319315,0.5555555555555556,0.625,0.5,0.011914238989199976,0.015772870662460567,0.03121182994521285,0.18974327432111632,12.439817443756514,1.698890558282939,0.42555932310893235,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 24, 1: 16}","{1: 0.5, 0: 0.5}","{0: 0.6, 1: 0.4}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.01759153199964203,0,0.575,0.15491933384829668,0.5142857142857143,0.6,0.45,-0.0014756081228839801,-0.0015763546798029558,0.018232089659826263,0.1965377696648824,12.597735001660983,1.6669672876568304,0.4299856432121721,0.5,0.3333333333333333,"{1: 20, 0: 20}","{0: 25, 1: 15}","{1: 0.5, 0: 0.5}","{0: 0.625, 1: 0.375}",40,100,,,,,,,,,,,,,,,,,
Concat,nutrimouse_genotype,40,10,0.017810347984777763,1,0.55,0.10482848367219183,0.47058823529411764,0.5714285714285714,0.4,-0.011500411767335777,-0.013651877133105802,0.008508275694767852,0.19641144704053343,12.174623871606011,1.6760542002266605,0.39260124203137353,0.5,0.3333333333333333,"{1: 20, 0: 20}","{1: 26, 0: 14}","{1: 0.5, 0: 0.5}","{1: 0.65, 0: 0.35}",40,100,,,,,,,,,,,,,,,,,
